"category"	"over_represented_pvalue"	"under_represented_pvalue"	"numDEInCat"	"numInCat"	"term"	"ontology"
"GO:0005347"	0.34164791195902	0.953674805489131	1	3	"ATP transmembrane transporter activity"	"MF"
"GO:0014043"	0.341665200222525	0.953669638251919	1	3	"negative regulation of neuron maturation"	"BP"
"GO:0035283"	0.341668639074994	0.9536686103822	1	3	"central nervous system segmentation"	"BP"
"GO:0035284"	0.341668639074994	0.9536686103822	1	3	"brain segmentation"	"BP"
"GO:1903238"	0.341676753242933	0.95366618501038	1	3	"positive regulation of leukocyte tethering or rolling"	"BP"
"GO:0061502"	0.341712777194615	0.953655416317824	1	3	"early endosome to recycling endosome transport"	"BP"
"GO:0015280"	0.341749308758592	0.953644494341607	1	3	"ligand-gated sodium channel activity"	"MF"
"GO:0005127"	0.34180112674332	0.953628999463708	1	3	"ciliary neurotrophic factor receptor binding"	"MF"
"GO:0009448"	0.341807495088858	0.953627094953012	1	3	"gamma-aminobutyric acid metabolic process"	"BP"
"GO:2000049"	0.341888111979901	0.953602981667822	1	3	"positive regulation of cell-cell adhesion mediated by cadherin"	"BP"
"GO:0019676"	0.341903314468707	0.953598433609735	1	3	"ammonia assimilation cycle"	"BP"
"GO:0004470"	0.341908279579819	0.95359694816214	1	3	"malic enzyme activity"	"MF"
"GO:0004471"	0.341908279579819	0.95359694816214	1	3	"malate dehydrogenase (decarboxylating) (NAD+) activity"	"MF"
"GO:0032304"	0.341912115179237	0.953595800618947	1	3	"negative regulation of icosanoid secretion"	"BP"
"GO:0004104"	0.341940708795847	0.953587245377395	1	3	"cholinesterase activity"	"MF"
"GO:0050805"	0.341951753094419	0.796631864817553	7	44	"negative regulation of synaptic transmission"	"BP"
"GO:0000189"	0.341953226770155	0.953583499686073	1	3	"MAPK import into nucleus"	"BP"
"GO:0008519"	0.34196842274309	0.857941111996941	3	16	"ammonium transmembrane transporter activity"	"MF"
"GO:1904217"	0.341984739182405	0.953574069575444	1	3	"regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity"	"BP"
"GO:1904219"	0.341984739182405	0.953574069575444	1	3	"positive regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity"	"BP"
"GO:1904220"	0.341984739182405	0.953574069575444	1	3	"regulation of serine C-palmitoyltransferase activity"	"BP"
"GO:1904222"	0.341984739182405	0.953574069575444	1	3	"positive regulation of serine C-palmitoyltransferase activity"	"BP"
"GO:0097195"	0.342061872625045	0.953550982461771	1	3	"pilomotor reflex"	"BP"
"GO:0003219"	0.342069878344856	0.953548585841434	1	3	"cardiac right ventricle formation"	"BP"
"GO:0006772"	0.342111743900132	0.953536051606448	1	3	"thiamine metabolic process"	"BP"
"GO:0032713"	0.342136175615515	0.953528735989603	1	3	"negative regulation of interleukin-4 production"	"BP"
"GO:0089700"	0.342164596517907	0.953520225011334	1	3	"protein kinase D signaling"	"BP"
"GO:1901727"	0.342164596517907	0.953520225011334	1	3	"positive regulation of histone deacetylase activity"	"BP"
"GO:0045829"	0.342167054761481	0.953519488816732	1	3	"negative regulation of isotype switching"	"BP"
"GO:0019626"	0.342183037188748	0.953514702229068	1	3	"short-chain fatty acid catabolic process"	"BP"
"GO:2000389"	0.342188942099645	0.953512933688143	1	3	"regulation of neutrophil extravasation"	"BP"
"GO:2000391"	0.342188942099645	0.953512933688143	1	3	"positive regulation of neutrophil extravasation"	"BP"
"GO:2000288"	0.342217884749147	0.953504264678568	1	3	"positive regulation of myoblast proliferation"	"BP"
"GO:0006556"	0.342219419676468	0.953503804904067	1	3	"S-adenosylmethionine biosynthetic process"	"BP"
"GO:0061010"	0.342219810729618	0.953503687767018	1	3	"gall bladder development"	"BP"
"GO:0048320"	0.342247531604483	0.95349538373077	1	3	"axial mesoderm formation"	"BP"
"GO:0019254"	0.342255798827332	0.95349290703696	1	3	"carnitine metabolic process, CoA-linked"	"BP"
"GO:0014834"	0.342261116858971	0.953491313819335	1	3	"skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration"	"BP"
"GO:0072125"	0.34226788227204	0.953489286936294	1	3	"negative regulation of glomerular mesangial cell proliferation"	"BP"
"GO:0090194"	0.34226788227204	0.953489286936294	1	3	"negative regulation of glomerulus development"	"BP"
"GO:0016842"	0.342347098370217	0.953465550231623	1	3	"amidine-lyase activity"	"MF"
"GO:0032907"	0.342375350400554	0.953457082884275	1	3	"transforming growth factor beta3 production"	"BP"
"GO:0032910"	0.342375350400554	0.953457082884275	1	3	"regulation of transforming growth factor beta3 production"	"BP"
"GO:0006011"	0.342379449632484	0.953455854236096	1	3	"UDP-glucose metabolic process"	"BP"
"GO:0003129"	0.342398825995769	0.953450046362868	1	3	"heart induction"	"BP"
"GO:0010159"	0.342398825996037	0.953450046362868	1	3	"specification of organ position"	"BP"
"GO:0072179"	0.342398825996306	0.953450046362869	1	3	"nephric duct formation"	"BP"
"GO:0072205"	0.342398825996391	0.953450046362784	1	3	"metanephric collecting duct development"	"BP"
"GO:0042273"	0.342443225411955	0.833841774050362	4	25	"ribosomal large subunit biogenesis"	"BP"
"GO:0002315"	0.342454591743173	0.953433328690229	1	3	"marginal zone B cell differentiation"	"BP"
"GO:0097061"	0.342516937084401	0.806078932795373	6	37	"dendritic spine organization"	"BP"
"GO:0018199"	0.342524582752178	0.953412341383841	1	3	"peptidyl-glutamine modification"	"BP"
"GO:0003840"	0.342578075988934	0.953396297202958	1	3	"gamma-glutamyltransferase activity"	"MF"
"GO:0036374"	0.342578075988934	0.953396297202958	1	3	"glutathione hydrolase activity"	"MF"
"GO:0019064"	0.342597271312499	0.953390539152587	1	3	"fusion of virus membrane with host plasma membrane"	"BP"
"GO:0039663"	0.342597271312499	0.953390539152587	1	3	"membrane fusion involved in viral entry into host cell"	"BP"
"GO:0044800"	0.342597271312499	0.953390539152587	1	3	"multi-organism membrane fusion"	"BP"
"GO:0015173"	0.342618860459782	0.953384062510023	1	3	"aromatic amino acid transmembrane transporter activity"	"MF"
"GO:0043988"	0.342620207421611	0.953383658409851	1	3	"histone H3-S28 phosphorylation"	"BP"
"GO:0043912"	0.342638657824296	0.953378122916256	1	3	"D-lysine oxidase activity"	"MF"
"GO:0071435"	0.34265635913312	0.953372811792772	1	3	"potassium ion export"	"BP"
"GO:0070548"	0.342663719950968	0.953370603135997	1	3	"L-glutamine aminotransferase activity"	"MF"
"GO:0018879"	0.342713781601008	0.953355580166911	1	3	"biphenyl metabolic process"	"BP"
"GO:0005025"	0.342727162183337	0.953351564301466	1	3	"transforming growth factor beta receptor activity, type I"	"MF"
"GO:0001541"	0.342740693506449	0.805618255056527	6	38	"ovarian follicle development"	"BP"
"GO:0070699"	0.342741330620586	0.953347311752297	1	3	"type II activin receptor binding"	"MF"
"GO:0008078"	0.3427419865378	0.95334711487796	1	3	"mesodermal cell migration"	"BP"
"GO:0006015"	0.342779605074767	0.953335822794275	1	3	"5-phosphoribose 1-diphosphate biosynthetic process"	"BP"
"GO:0046391"	0.342779605074767	0.953335822794275	1	3	"5-phosphoribose 1-diphosphate metabolic process"	"BP"
"GO:0002158"	0.34277960507481	0.953335822794232	1	3	"osteoclast proliferation"	"BP"
"GO:0006538"	0.342781258354852	0.953335326485637	1	3	"glutamate catabolic process"	"BP"
"GO:0021773"	0.342784528344862	0.953334344837463	1	3	"striatal medium spiny neuron differentiation"	"BP"
"GO:0034975"	0.342790923308866	0.953332425038593	1	3	"protein folding in endoplasmic reticulum"	"BP"
"GO:0036118"	0.342793158399587	0.953331754042289	1	3	"hyaluranon cable assembly"	"BP"
"GO:1900104"	0.342793158399587	0.953331754042289	1	3	"regulation of hyaluranon cable assembly"	"BP"
"GO:1900106"	0.342793158399587	0.953331754042289	1	3	"positive regulation of hyaluranon cable assembly"	"BP"
"GO:0008475"	0.342824732718257	0.953322274499064	1	3	"procollagen-lysine 5-dioxygenase activity"	"MF"
"GO:0005329"	0.342831761980232	0.953320163948553	1	3	"dopamine transmembrane transporter activity"	"MF"
"GO:0001878"	0.342841402672728	0.953317269217107	1	3	"response to yeast"	"BP"
"GO:0030951"	0.342870143807082	0.953308638709593	1	3	"establishment or maintenance of microtubule cytoskeleton polarity"	"BP"
"GO:0015193"	0.34287278752507	0.953307844794492	1	3	"L-proline transmembrane transporter activity"	"MF"
"GO:0015824"	0.34287278752507	0.953307844794492	1	3	"proline transport"	"BP"
"GO:0003273"	0.342872787525157	0.953307844794405	1	3	"cell migration involved in endocardial cushion formation"	"BP"
"GO:0004345"	0.34288629875419	0.953303787211471	1	3	"glucose-6-phosphate dehydrogenase activity"	"MF"
"GO:0002118"	0.342886298754459	0.953303787211471	1	3	"aggressive behavior"	"BP"
"GO:0004477"	0.342891834567784	0.953302124679415	1	3	"methenyltetrahydrofolate cyclohydrolase activity"	"MF"
"GO:0004487"	0.342891834567784	0.953302124679415	1	3	"methylenetetrahydrofolate dehydrogenase (NAD+) activity"	"MF"
"GO:0001705"	0.342899785835506	0.953299736668174	1	3	"ectoderm formation"	"BP"
"04530"	0.342901940778944	0.754631995228357	15	104	"Tight junction"	"KEGG"
"GO:0015220"	0.342905409248183	0.953298047739234	1	3	"choline transmembrane transporter activity"	"MF"
"GO:0008486"	0.342907002278319	0.953297569283805	1	3	"diphosphoinositol-polyphosphate diphosphatase activity"	"MF"
"GO:0060988"	0.342907926203604	0.953297291787986	1	3	"lipid tube assembly"	"BP"
"GO:0030263"	0.34291054543962	0.953296505109436	1	3	"apoptotic chromosome condensation"	"BP"
"GO:0010997"	0.342911797779494	0.953296128970675	1	3	"anaphase-promoting complex binding"	"MF"
"GO:0051437"	0.342911797779494	0.953296128970675	1	3	"positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition"	"BP"
"GO:0001927"	0.342916945201922	0.953294582929318	1	3	"exocyst assembly"	"BP"
"GO:0014052"	0.342918765522265	0.953294036184224	1	3	"regulation of gamma-aminobutyric acid secretion"	"BP"
"GO:0060178"	0.342920518610962	0.953293509628783	1	3	"regulation of exocyst localization"	"BP"
"GO:1902083"	0.342921728801045	0.953293146135618	1	3	"negative regulation of peptidyl-cysteine S-nitrosylation"	"BP"
"GO:0030350"	0.342923132340331	0.953292724565817	1	3	"iron-responsive element binding"	"MF"
"GO:0071226"	0.342923623452354	0.95329257705385	1	3	"cellular response to molecule of fungal origin"	"BP"
"GO:0010728"	0.342926373364696	0.953291751076753	1	3	"regulation of hydrogen peroxide biosynthetic process"	"BP"
"GO:0070006"	0.342927692356984	0.953291354894606	1	3	"metalloaminopeptidase activity"	"MF"
"GO:0004691"	0.342927979447338	0.953291268661786	1	3	"cAMP-dependent protein kinase activity"	"MF"
"GO:0015204"	0.342928472090682	0.953291120687097	1	3	"urea transmembrane transporter activity"	"MF"
"GO:0015840"	0.342928472090682	0.953291120687097	1	3	"urea transport"	"BP"
"GO:0071918"	0.342928472090682	0.953291120687097	1	3	"urea transmembrane transport"	"BP"
"GO:0043237"	0.34292870517374	0.95329105067604	1	3	"laminin-1 binding"	"MF"
"GO:0042726"	0.342929164109454	0.95329091282582	1	3	"flavin-containing compound metabolic process"	"BP"
"GO:0008597"	0.342929321658798	0.953290865502822	1	3	"calcium-dependent protein serine/threonine phosphatase regulator activity"	"MF"
"GO:0003696"	0.342929406777058	0.953290839935836	1	3	"satellite DNA binding"	"MF"
"GO:0035939"	0.342929406777058	0.953290839935836	1	3	"microsatellite binding"	"MF"
"GO:0008569"	0.34292948695583	0.953290815852493	1	3	"ATP-dependent microtubule motor activity, minus-end-directed"	"MF"
"GO:0019797"	0.34292948695583	0.953290815852493	1	3	"procollagen-proline 3-dioxygenase activity"	"MF"
"GO:0070340"	0.34292948695583	0.953290815852493	1	3	"detection of bacterial lipopeptide"	"BP"
"GO:2000474"	0.34292948695583	0.953290815852493	1	3	"regulation of opioid receptor signaling pathway"	"BP"
"GO:0015186"	0.34292948695583	0.953290815852493	1	3	"L-glutamine transmembrane transporter activity"	"MF"
"GO:0001714"	0.342929486955831	0.953290815852493	1	3	"endodermal cell fate specification"	"BP"
"GO:0070778"	0.342929486955831	0.953290815852493	1	3	"L-aspartate transport"	"BP"
"GO:0089712"	0.342929486955831	0.953290815852493	1	3	"L-aspartate transmembrane transport"	"BP"
"GO:0006741"	0.342929486955831	0.953290815852493	1	3	"NADP biosynthetic process"	"BP"
"GO:2001016"	0.342929486955831	0.953290815852493	1	3	"positive regulation of skeletal muscle cell differentiation"	"BP"
"GO:0006208"	0.342929486955831	0.953290815852493	1	3	"pyrimidine nucleobase catabolic process"	"BP"
"GO:0006210"	0.342929486955831	0.953290815852493	1	3	"thymine catabolic process"	"BP"
"GO:0019859"	0.342929486955831	0.953290815852493	1	3	"thymine metabolic process"	"BP"
"GO:0003150"	0.342929486955831	0.953290815852493	1	3	"muscular septum morphogenesis"	"BP"
"GO:0070428"	0.342929486955831	0.953290815852493	1	3	"regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway"	"BP"
"GO:0097283"	0.342929486955831	0.953290815852493	1	3	"keratinocyte apoptotic process"	"BP"
"GO:1902172"	0.342929486955831	0.953290815852493	1	3	"regulation of keratinocyte apoptotic process"	"BP"
"GO:2000437"	0.342929486955831	0.953290815852493	1	3	"regulation of monocyte extravasation"	"BP"
"GO:0055100"	0.342929486955831	0.953290815852493	1	3	"adiponectin binding"	"MF"
"GO:0071535"	0.342929486955831	0.953290815852493	1	3	"RING-like zinc finger domain binding"	"MF"
"GO:0072282"	0.342929486955831	0.953290815852492	1	3	"metanephric nephron tubule morphogenesis"	"BP"
"GO:0060414"	0.342929486955831	0.953290815852492	1	3	"aorta smooth muscle tissue morphogenesis"	"BP"
"GO:0050510"	0.342929486955831	0.953290815852493	1	3	"N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity"	"MF"
"GO:1903365"	0.342929486955831	0.953290815852492	1	3	"regulation of fear response"	"BP"
"GO:2000822"	0.342929486955831	0.953290815852492	1	3	"regulation of behavioral fear response"	"BP"
"GO:0002430"	0.342929486955831	0.953290815852493	1	3	"complement receptor mediated signaling pathway"	"BP"
"GO:0008449"	0.342929486955831	0.953290815852492	1	3	"N-acetylglucosamine-6-sulfatase activity"	"MF"
"GO:0014819"	0.342929486955831	0.953290815852492	1	3	"regulation of skeletal muscle contraction"	"BP"
"GO:0018103"	0.342929486955831	0.953290815852492	1	3	"protein C-linked glycosylation"	"BP"
"GO:0018211"	0.342929486955831	0.953290815852492	1	3	"peptidyl-tryptophan modification"	"BP"
"GO:0018317"	0.342929486955831	0.953290815852492	1	3	"protein C-linked glycosylation via tryptophan"	"BP"
"GO:0018406"	0.342929486955831	0.953290815852492	1	3	"protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan"	"BP"
"GO:0072675"	0.342929486955831	0.953290815852492	1	3	"osteoclast fusion"	"BP"
"GO:0004972"	0.342929486955832	0.953290815852492	1	3	"NMDA glutamate receptor activity"	"MF"
"GO:0038007"	0.342929486955832	0.953290815852492	1	3	"netrin-activated signaling pathway"	"BP"
"GO:0051593"	0.342929486955832	0.953290815852491	1	3	"response to folic acid"	"BP"
"GO:0035878"	0.342929486955832	0.953290815852491	1	3	"nail development"	"BP"
"GO:0001880"	0.342929486955832	0.953290815852491	1	3	"Mullerian duct regression"	"BP"
"GO:0015199"	0.342929486955871	0.953290815852453	1	3	"amino-acid betaine transmembrane transporter activity"	"MF"
"GO:0015226"	0.342929486955871	0.953290815852453	1	3	"carnitine transmembrane transporter activity"	"MF"
"GO:0019482"	0.342929486955871	0.953290815852453	1	3	"beta-alanine metabolic process"	"BP"
"GO:0003872"	0.342929486955871	0.953290815852453	1	3	"6-phosphofructokinase activity"	"MF"
"GO:0005290"	0.342929486955871	0.953290815852452	1	3	"L-histidine transmembrane transporter activity"	"MF"
"GO:0015014"	0.342929486955871	0.953290815852452	1	3	"heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process"	"BP"
"GO:0035727"	0.342929486955871	0.953290815852452	1	3	"lysophosphatidic acid binding"	"MF"
"GO:0042713"	0.342929486955871	0.953290815852452	1	3	"sperm ejaculation"	"BP"
"GO:0061325"	0.342929486955871	0.953290815852452	1	3	"cell proliferation involved in outflow tract morphogenesis"	"BP"
"GO:0035722"	0.342929486955871	0.953290815852452	1	3	"interleukin-12-mediated signaling pathway"	"BP"
"GO:0045409"	0.342929486955871	0.953290815852452	1	3	"negative regulation of interleukin-6 biosynthetic process"	"BP"
"GO:0071349"	0.342929486955871	0.953290815852452	1	3	"cellular response to interleukin-12"	"BP"
"GO:0071930"	0.342929486955871	0.953290815852452	1	3	"negative regulation of transcription involved in G1/S transition of mitotic cell cycle"	"BP"
"GO:0072385"	0.342929486955871	0.953290815852452	1	3	"minus-end-directed organelle transport along microtubule"	"BP"
"GO:0018125"	0.342929486955871	0.953290815852452	1	3	"peptidyl-cysteine methylation"	"BP"
"GO:0060017"	0.342929486955871	0.953290815852452	1	3	"parathyroid gland development"	"BP"
"GO:0070358"	0.342929486955871	0.953290815852452	1	3	"actin polymerization-dependent cell motility"	"BP"
"GO:0045110"	0.342929486955872	0.953290815852452	1	3	"intermediate filament bundle assembly"	"BP"
"GO:2000821"	0.342929486955872	0.953290815852452	1	3	"regulation of grooming behavior"	"BP"
"GO:0003909"	0.342929486955872	0.953290815852452	1	3	"DNA ligase activity"	"MF"
"GO:0003910"	0.342929486955872	0.953290815852452	1	3	"DNA ligase (ATP) activity"	"MF"
"GO:0016309"	0.342929486955872	0.953290815852452	1	3	"1-phosphatidylinositol-5-phosphate 4-kinase activity"	"MF"
"GO:0035860"	0.342929486955872	0.953290815852452	1	3	"glial cell-derived neurotrophic factor receptor signaling pathway"	"BP"
